aadt_rank,section_id,highway,section,county,section_description,section_length_km,current_year,current_aadt,prior_year,prior_aadt,yoy_growth_pct,growth_rank,capacity_threshold,over_capacity
717,7095,7,95,GUY,ROUTE 347 (ASPEN) TO RTE 276 (SOUTH LOCHABER),9.83,2023,840,2021,480,32.29,,10000,false
717,8035,8,35,QUE,RTE 208 (SOUTH BROOKFIELD) TO HIBERNIA RD (SOUTH BROOKFIELD),5.92,2024,840,2021,680,7.3,,10000,false
723,307020,307,20,CUM,OLD RTE 368 TO TK 6 (WALLACE),10.01,2025,830,2022,830,0.0,,10000,false
723,337030,337,30,ANT,FAIRMOUNT RD (CRYSTAL CLIFFS) TO ANTIGONISH TOWN LINE,11.82,2025,830,2024,2300,-63.91,,10000,false
723,6135,6,135,PIC,TONY RIVER RD (TONY RIVER) TO THREE BROOKS RD (THREE BROOKS),11.03,2025,830,2022,1470,-17.35,,10000,false
726,30010,30,10,VIC,HWY 105 (SOUTH HAVEN) TO MEADOW RD (GOOSE COVE),11.59,2023,820,2020,530,15.66,,10000,false
726,3205,3,205,QUE,BEECH HILL RD (HUNTS POINT) TO HWY 103 CONNECTOR RD (EXIT 21) (PORT MOUTON),7.0,2024,820,2022,800,1.24,,10000,false
728,202020,202,20,HAN,RTE 354 (GORE) TO TK 14 (CHEESE FACTORY CORNER),6.63,2025,810,2024,1830,-55.74,,10000,false
728,4080,4,80,ANT,TK 16 (MONASTERY) TO CAPE JACK RD (HAVRE BOUCHER),10.73,2023,810,2020,800,0.41,,10000,false
730,329030,329,30,LUN,NEW HARBOUR RD (BLANDFORD) TO DEEP COVE RD,5.77,2024,800,2021,750,2.17,,10000,false
730,3320,3,320,YAR,HWY 103 (GLENWOOD) TO RTE 308 (TUSKET),11.65,2024,800,2021,790,0.42,,10000,false
730,395030,395,30,INV,STRATHLORNE-SCOTSVILLE RD (SCOTSVILLE) TO TK 19,11.72,2023,800,2020,510,16.19,,10000,false
730,4001,4,1,CUM,THOMSON RD TO ROUTE 368 (WEST WENTWORTH),11.67,2025,800,2024,580,37.93,,10000,false
734,221020,221,20,KIN,BLIGH RD (WOODVILLE) TO RTE 359 (CENTREVILLE),11.06,2024,790,2021,1140,-11.51,,10000,false
735,10028,10,28,ANN,TROUT LAKE RD (ALBANY) TO WEST DALHOUSIE RD (ALBANY CROSS),7.32,2024,780,2021,760,0.87,,10000,false
735,312020,312,20,VIC,ENGLISHTOWN FERRY (JERSEY COVE) TO CABOT TRAIL (RIVER BENNET),6.81,2023,780,2020,720,2.7,,10000,false
735,8038,8,38,QUE,CHAPEL HILL DR (PLEASANTFIELD) TO RTE 210 (MIDDLEFIELD),7.48,2024,780,2021,610,8.54,,10000,false
738,1255,1,255,ANN,OLD POST ROAD (WEST CLEMENTSPORT) TO BURNS HILL RD (DEEP BROOK),6.02,2025,770,2024,2070,-62.8,,10000,false
738,30057,30,57,INV,CBH PARK BOUNDARY WEST (PLEASANT BAY) TO CHETICAMP BACK RD (PETIT ETANG),34.95,2023,770,2020,970,-7.41,,10000,false
740,201003,201,3,ANN,TK 8 TO MARSH RD (ROUND HILL),6.87,2024,760,2021,840,-3.28,,10000,false
740,215027,215,27,HAN,MUNGO BROOK BRIDGE (NOEL SHORE) TO RTE 354 (NOEL),9.42,2024,760,2023,790,-3.8,,10000,false
740,217035,217,35,DIG,LITTLE RIVER RD  TO TIVERTON FERRY TERMINAL,8.47,2024,760,2021,710,2.29,,10000,false
740,221005,221,5,KIN,BISHOP MOUNTAIN RD (NORTH KINGSTON) TO VICTORIA RD (DEMPSEY CORNER),9.88,2024,760,2021,490,15.75,,10000,false
740,30015,30,15,VIC,MEADOW RD (GOOSE COVE) TO MURRAY RD,6.56,2023,760,2020,470,17.37,,10000,false
740,368020,368,20,CUM,FOUNTAIN RD TO TK 6,7.11,2025,760,2022,780,-0.86,,10000,false
740,8037,8,37,QUE,HIBERNIA RD (SOUTH BROOKFIELD) TO CHAPEL HILL DR (PLEASANTFIELD),9.78,2024,760,2021,650,5.35,,10000,false
747,3215,3,215,SHE,LITTLE HARBOUR RD (ALLENDALE) TO BRIGHTON RD (LYDGATE),3.32,2024,750,2021,880,-5.19,,10000,false
747,329015,329,15,LUN,MILL COVE RD (MILL COVE) TO NORTHWEST COVE NORTH LINE,6.35,2024,750,2021,610,7.13,,10000,false
749,201007,201,7,ANN,MARSH RD (ROUND HILL) TO TUPPERVILLE RD (TUPPERVILLE),6.74,2024,740,2021,790,-2.16,,10000,false
749,215033,215,33,HAN,BASS CREEK BRIDGE TO NEW CHEVERIE RD (CHEVERIE),5.94,2025,740,2024,360,105.56,,10000,false
751,252015,252,15,INV,RTE 395 (STEWARTDALE) TO LAKE AINSLIE CHAPEL RD (BROOK VILLAGE),14.07,2023,730,2020,610,6.17,,10000,false
751,8015,8,15,ANN,HWY 101 (EXIT 22) TO MILFORD-GRAYWOOD LINE,13.09,2024,730,2021,330,30.3,,10000,false
753,255025,255,25,CB,NUMBER SIX MINES RD  (PORT MORIEN) TO SOUTH HEAD RD (HOMEVILLE),7.69,2023,720,2020,650,3.47,,10000,false
753,256025,256,25,PIC,LOGANVILLE RD (PLAINFIELD) TO O MACLEAN RD (SCOTSBURN),8.95,2025,720,2023,660,4.45,,10000,false
755,224027,224,27,HFX,PLEASANT VALLEY RD TO RTE 336 (UPPER MUSQUODOBOIT),5.39,2025,710,2024,700,1.43,,10000,false
755,358025,358,25,KIN,WOODSIDE RD TO STEWART MOUNTAIN RD,6.54,2024,710,2021,800,-3.9,,10000,false
757,236025,236,25,HAN,GORE RD (RIVERSIDE CORNER) TO RTE 354 (KENNETCOOK),7.21,2024,700,2023,520,34.62,,10000,false
757,320020,320,20,RIC,RTE 206 (MARTINIQUE) TO D'ESCOUSSE WEST LINE,7.77,2023,700,2020,560,7.72,,10000,false
759,1110,1,110,KIN,HANTSPORT CONN TO HWY 101 (AVONPORT),9.52,2024,690,2021,920,-9.14,,10000,false
759,30017,30,17,VIC,MURRAY RD TO RTE 312,9.04,2023,690,2020,210,48.67,,10000,false
759,316030,316,30,GUY,COUNTRY HARBOUR CROSS ROADS TO SALSMAN PROVINCIAL PARK ENTRANCE,10.78,2020,690,2017,550,7.85,,10000,false
762,202007,202,7,HAN,CROSS 3 RD (SOUTH RAWDON) TO TK 14 (RAWDON),8.32,2024,680,2023,650,4.62,,10000,false
762,217040,217,40,DIG,TIVERTON FERRY TERMINAL TO FLOURS COVE RD (CENTRAL GROVE),7.5,2024,680,2018,270,16.64,,10000,false
762,236015,236,15,HAN,GREENFIELD RD (MOSHERVILLE) TO OLD RTE 202 (CLARKSVILLE),10.6,2024,680,2023,780,-12.82,,10000,false
762,30055,30,55,INV,CBH PARK BOUNDARY EAST (PLEASANT BAY) TO CBH PARK BOUNDARY WEST,3.08,2023,680,2020,390,20.36,,10000,false
762,4025,4,25,ANT,HWY 104 (EXIT 29A) (MARSHY HOPE) TO HWY 104 CONNECTOR (JAMES RIVER),6.04,2023,680,2020,130,73.59,,10000,false
762,4115,4,115,INV,HWY 104 (EXIT 43) TO COUNTY LINE RD (CLEVELAND),9.96,2025,680,2023,1630,-35.41,,10000,false
768,10032,10,32,ANN,WOOD RD (DALHOUSIE) TO LAKE PLEASANT RD (SPRINGFIELD),9.8,2024,670,2018,700,-0.73,,10000,false
768,208025,208,25,LUN,UP BRANCH RD (HEMFORD) TO TK 10 (NEW GERMANY),10.62,2024,670,2021,700,-1.45,,10000,false
768,354007,354,7,HFX,HALIFAX/HANTS COUNTY LINE TO MCGARTHS AVE,11.01,2025,670,2024,600,11.67,,10000,false
768,6070,6,70,CUM,RTE 307 (WALLACE) TO CUMBERLAND-COLCHESTER COUNTY LINE,8.65,2025,670,2022,1440,-22.51,,10000,false
772,308010,308,10,YAR,SHUBENACADIE RD (QUINAN) TO WILSON RD (SPRINGHAVEN),7.94,2024,660,2021,590,3.81,,10000,false
772,4130,4,130,RIC,GRANDE ANSE-KEMPT RD LINE TO HWY 104 (EXIT 47),9.51,2023,660,2020,450,13.62,,10000,false
774,10030,10,30,ANN,WEST DALHOUSIE RD (ALBANY CROSS) TO WOOD RD (DALHOUSIE),7.08,2024,650,2021,770,-5.49,,10000,false
774,223030,223,30,CB,BARRA STRAIT BRIDGE (GRAND NARROWS) TO RTE 216,3.14,2023,650,2020,1020,-13.95,,10000,false
774,8023,8,23,ANN,VIRGINIA RD (SOUTH MILFORD) TO LAKE TORMENT RD (LAKE MUNRO),8.04,2024,650,2021,610,2.14,,10000,false
777,209013,209,13,CUM,RAMSHEAD RIVER RD (DILIGENT RIVER) TO FOX POINT RD,4.85,2025,640,2022,620,1.06,,10000,false
777,215034,215,34,HAN,NEW CHEVERIE RD (CHEVERIE) TO LOWER BURLINGTON-CENTRE BURLINGTON LINE,12.63,2025,640,2024,700,-8.57,,10000,false
777,2180,2,180,CUM,RTE 302 (SOUTHAMPTON) TO LYNN RD (MAPLETON),9.02,2025,640,2024,240,166.67,,10000,false
777,219020,219,20,INV,CHIMNEY CORNER RD (MARGAREE HARBOUR) TO CABOT TRAIL (MARGAREE HBR),8.53,2023,640,2020,580,3.34,,10000,false
777,223027,223,27,VIC,RED POINT RD (MCKINNONS HARBOUR) TO BARRA STRAIT BRIDGE (GRAND NARROWS),9.02,2025,640,2023,1070,-22.66,,10000,false
777,30046,30,46,VIC,NEW HAVEN RD TO WHITE POINT RD,12.35,2023,640,2020,350,22.28,,10000,false
777,7064,7,64,HFX,PORT DUFFERIN BRIDGE (SALMON RIVER) TO MOOSEHEAD RD (MOOSEHEAD),14.46,2025,640,2024,640,0.0,,10000,false
784,215017,215,17,HAN,MOSHER RD (ADMIRAL ROCK) TO RTE 236 (SOUTH MAITLAND),9.95,2025,630,2024,550,14.55,,10000,false
784,347035,347,35,PIC,BLANCHARD RD (BLUE MOUNTAIN) TO GARDEN OF EDEN SOUTH LINE,15.32,2025,630,2022,590,2.21,,10000,false
784,348055,348,55,PIC,LOWER RD (PICTOU LANDING) TO CHANCE HARBOUR RD,6.23,2025,630,2022,500,8.01,,10000,false
787,2175,2,175,CUM,BOARS BACK RD (HALFWAY RIVER) TO RTE 302 (SOUTHAMPTON),10.89,2025,620,2022,1200,-19.76,,10000,false
787,354010,354,10,HAN,TK 14 (UPPER RAWDON) TO RTE 202 (GORE),6.54,2025,620,2024,580,6.9,,10000,false
789,217045,217,45,DIG,FLOURS COVE RD (CENTRAL GROVE) TO FREEPORT FERRY TERMINAL,9.95,2024,610,2021,480,8.32,,10000,false
789,245030,245,30,ANT,RTE 337 (MALIGNANT COVE) TO PLEASANT VALLEY RD (MARYVALE),7.95,2025,610,2023,1390,-33.75,,10000,false
789,7080,7,80,GUY,LITTLE LISCOMB RD (LISCOMB) TO MAIN ST (SHERBROOKE),14.88,2023,610,2020,570,2.29,,10000,false
792,215025,215,25,HAN,OLD RTE 236 (MAITLAND) TO MUNGO BROOK BRIDGE (NOEL SHORE),11.61,2024,600,2023,610,-1.64,,10000,false
792,30053,30,53,INV,CBH PARK BOUNDARY (BIG INTERVAL) TO CBH PARK BOUNDARY EAST (PLEASANT BAY),17.8,2023,600,2020,310,24.62,,10000,false
794,16017,16,17,GUY,OLD MONASTERY RD (NORTH RIVERSIDE) TO RTE 344 (BOYLSTON),6.96,2025,590,2023,630,-3.23,,10000,false
794,30050,30,50,VIC,BAY ST LAWRENCE RD (CAPE NORTH) TO CBH PARK BOUNDARY (BIG INTERVAL),10.84,2023,590,2020,350,19.01,,10000,false
794,8020,8,20,ANN,MILFORD-GRAYWOOD LINE TO VIRGINIA RD (SOUTH MILFORD),3.98,2024,590,2021,250,33.14,,10000,false
797,106030,106,30,PIC,PICTOU ROTARY EXIT TO PEI FERRY AT CARIBOU,7.28,2025,580,2024,1090,-46.79,,10000,false
797,316017,316,17,ANT,OLD PINEVALE RD (FRASERS MILLS) TO ANTIGONISH-GUYSBOROUGH COUNTY LINE,10.87,2023,580,2020,520,3.71,,10000,false
799,204015,204,15,CUM,FENWICK RD (SALEM) TO MANSFIELD RD (MANSFIELD),14.41,2025,570,2019,750,-4.47,,10000,false
800,162010,162,10,CB,HWY 105 INTER/S TO PT ACONI,8.39,2023,560,2020,530,1.85,,10000,false
800,215030,215,30,HAN,RTE 354 (NOEL) TO TENNECAPE WHARF RD,10.63,2024,560,2023,590,-5.08,,10000,false
800,236020,236,20,HAN,OLD RTE 202 (CLARKSVILLE) TO GORE RD (RIVERSIDE CORNER),5.31,2024,560,2023,390,43.59,,10000,false
800,30030,30,30,VIC,FRENCH RIVER BRIDGE TO MACLEODS BROOK BRIDGE,9.18,2024,560,2023,990,-43.43,,10000,false
804,247020,247,20,RIC,SALMON RIVER RD (L'ARDOISE) TO ST PETERS-FORCHU RD,2.7,2023,550,2020,1090,-20.39,,10000,false
804,3210,3,210,SHE,HWY 103 (SABLE RIVER) TO LITTLE HARBOUR RD (ALLENDALE),11.55,2024,550,2021,690,-7.28,,10000,false
804,357015,357,15,HFX,CRAWFORDS BRIDGE (MUSQUODOBOIT RIVER) TO WYSE RD (MEAGHER'S GRANT),9.38,2025,550,2024,1160,-52.59,,10000,false
804,7066,7,66,HFX,MOOSEHEAD RD (MOOSEHEAD) TO GUYSBOROUGH-HALIFAX COUNTY LINE,11.77,2025,550,2024,520,5.77,,10000,false
808,255030,255,30,CB,MIRA (CATALONE RD) TO TK 22,9.61,2023,540,2020,320,19.06,,10000,false
808,302040,302,40,CUM,ATHOL BRIDGE (LITTLE FORKS RIVER) TO TK 2 (SOUTHHAMPTON),9.86,2025,540,2022,1050,-19.88,,10000,false
808,340025,340,25,YAR,K&L ANNIS RD TO CARLETON TRIANGE RD (CARLETON),8.62,2024,540,2021,570,-1.79,,10000,false
808,4120,4,120,RIC,COUNTY LINE RD (CLEVELAND) TO SCOTCH RD,6.12,2023,540,2020,420,8.74,,10000,false
812,30083,30,83,VIC,EGYPT RD (LAKE OLAW) TO WEST SIDE MIDDLE RIVER RD,11.01,2024,530,2020,940,-13.35,,10000,false
813,316020,316,20,GUY,ANTI/GUYS COUNTY LINE TO RTE 276 (GOSHEN),5.47,2023,520,2020,450,4.94,,10000,false
813,332025,332,25,LUN,FERRY TERMINAL (LAHAVE) TO TK 3 (UPPER LAHAVE),12.06,2024,520,2021,530,-0.63,,10000,false
815,223010,223,10,INV,HWY 105 TO FERRY (LITTLE NARROWS),1.75,2023,510,2020,550,-2.49,,10000,false
815,289040,289,40,PIC,LANSDOWNE RD (LANSDOWNE) TO MONTREAL RD (ROCKLIN),9.07,2025,510,2024,200,155.0,,10000,false
815,368010,368,10,CUM,TK 4 (MAHONEY'S CORNER) TO FOUNTAIN RD,10.27,2025,510,2022,380,10.31,,10000,false
815,7054,7,54,HFX,MOOSELAND RD (MOOSELAND) TO TAYLOR HEAD RD (SPRY BAY),11.99,2025,510,2024,1280,-60.16,,10000,false
819,1320,1,320,YAR,BEAVER RIVER RD (BEAVER RIVER) TO RICHMOND RD (PORT MAITLAND),3.56,2024,500,2021,980,-20.09,,10000,false
819,207027,207,27,HFX,WEST PORTERS LAKE RD TO BELLEFONTAINE RD,12.0,2025,500,2024,930,-46.24,,10000,false
819,2160,2,160,COL,WHARF RD (FIVE ISLANDS) TO MOOSE RIVER BRIDGE,9.7,2025,500,2022,810,-14.85,,10000,false
819,246030,246,30,COL,RTE 256 (NEW ANNAN) TO TK 6 (TATAMAGOUCHE),10.6,2025,500,2024,610,-18.03,,10000,false
819,344015,344,15,GUY,MULGRAVE NORTH LINE TO MULGRAVE SOUTH LINE,6.37,2025,500,2023,660,-12.96,,10000,false
819,358030,358,30,KIN,STEWART MOUNTAIN RD TO SCOTTS BAY RD,9.28,2024,500,2021,510,-0.66,,10000,false
819,366030,366,30,CUM,BEECHAM RD (TIDNISH) TO SHINIMICAS RD (NORTHPORT),14.95,2025,500,2023,460,4.26,,10000,false
826,256020,256,20,PIC,WEST BRANCH RD (WEST BR) TO LOGANVILLE RD (PLAINFIELD),6.55,2025,490,2022,460,2.13,,10000,false
826,374020,374,20,PIC,MARSHDALE RD (HOPEWELL) TO CAMERON RD (LORNE),6.58,2025,490,2022,540,-3.19,,10000,false
826,376010,376,10,PIC,TK 4  TO DURHAM RD (DURHAM),5.68,2025,490,2022,1190,-25.6,,10000,false
829,224010,224,10,HFX,TK 7 (SHEET HARBOUR) TO MARINETTE-SHEET HARBOUR LINE,8.75,2025,480,2024,240,100.0,,10000,false
829,224050,224,50,COL,RTE 277 (GAYS RIVER) TO TK 2 (SHUBENACADIE),8.46,2025,480,2022,170,41.34,,10000,false
829,337025,337,25,ANT,SOUTH LAKEVALE RD TO FAIRMOUNT RD (CRYSTAL CLIFFS),7.32,2023,480,2020,880,-18.29,,10000,false
829,344037,344,37,GUY,PORT SHOREHAM BEACH PROVINCIAL PARK ENTRANCE TO TK 16 (BOLYSTON),8.42,2023,480,2020,380,8.1,,10000,false
829,4090,4,90,ANT,CAPE JACK RD (HAVRE BOUCHER) TO HWY 104 (AULD COVE),8.46,2023,480,2017,400,3.09,,10000,false
834,223037,223,37,CB,BIG BEACH-SHENACADIA LINE TO BEAVER COVE-BOISDALE LINE,12.8,2023,470,2021,350,15.88,,10000,false
834,245027,245,27,ANT,PICTOU-ANTIGONISH COUNTY LINE TO RTE 337 (MALIGNANT COVE),14.69,2023,470,2020,880,-18.87,,10000,false
834,3310,3,310,YAR,RTE 335 (PUBNICO) TO SPINNEY RD (LOWER ARGYLE),4.72,2024,470,2021,590,-7.3,,10000,false
834,347055,347,55,GUY,EAST RIVER RD (DENVER) TO TK 7 (ASPEN),7.04,2023,470,2020,390,6.42,,10000,false
834,7088,7,88,GUY,RTE 211 (STILLWATER) TO RTE 348 (MELROSE),11.83,2023,470,2020,900,-19.47,,10000,false
839,209025,209,25,CUM,SPENCERS ISLAND-ADVOCATE HARBOUR LINE TO WEST ADVOCATE RD,5.64,2025,460,2022,500,-2.74,,10000,false
839,223020,223,20,VIC,FERRY (LITTLE NARROWS) TO PORTAGE RD,4.86,2023,460,2020,420,3.08,,10000,false
839,256030,256,30,PIC,O MACLEAN RD (SCOTSBURN) TO RTE 376 (LYONS BROOK),6.47,2025,460,2023,460,0.0,,10000,false
839,308030,308,30,YAR,INDIAN SLUICE BRIDGE TO GOVERNMENT WHARF,8.69,2022,460,2021,180,155.56,,10000,false
839,316044,316,44,GUY,TOR BAY BRANCH TO LARRYS RIVER RD,4.5,2023,460,2020,390,5.66,,10000,false
839,337020,337,20,ANT,MARCH RD (BALLANTYNES COVE) TO SOUTH LAKEVALE RD,10.47,2023,460,2020,450,0.74,,10000,false
845,204020,204,20,CUM,MANSFIELD RD (MANSFIELD) TO OXFORD WEST LINE,8.2,2025,450,2022,550,-6.47,,10000,false
845,246020,246,20,COL,COLCHESTER-CUMBERLAND COUNTY LINE TO RTE 256 (NEW ANNAN),7.87,2025,450,2022,500,-3.45,,10000,false
845,327035,327,35,CB,CAMPBELLDALE RD TO GABARUS LOUISBURG RD,8.43,2023,450,2020,410,3.15,,10000,false
845,327037,327,37,CB,GABARUS LOUISBURG RD TO GULL COVE RD (GABARUS),7.59,2023,450,2020,400,4.0,,10000,false
845,337010,337,10,ANT,RTE 245 (MALIGNANT COVE) TO MARSH RD (LIVINGSTONE COVE),13.56,2023,450,2020,150,44.22,,10000,false
850,202015,202,15,HAN,VALLEY RD (WEST GORE) TO RTE 354 (GORE),7.25,2025,440,2024,530,-16.98,,10000,false
850,223040,223,40,CB,BEAVER COVE-BOISDALE LINE TO GRAND NARROWS RD,11.32,2024,440,2023,1280,-65.63,,10000,false
850,301020,301,20,CUM,DICKSON RD (RIVERVIEW) TO TK 6 (PORT HOWE),6.88,2025,440,2022,1010,-24.19,,10000,false
850,4024,4,24,PIC,HWY 104 (EXIT 29) TO STRATHGLASS RD (MARSHY HOPE),7.81,2025,440,,,,,10000,false
854,224025,224,25,HFX,BEAVER DAM MINES RD (MARINETTE) TO PLEASANT VALLEY RD,19.23,2025,430,2024,430,0.0,,10000,false
854,236045,236,45,HAN,GEORGEFIELD RD (LATTIES BROOK) TO RTE 215 (SOUTH MAITLAND),10.01,2024,430,2022,800,-26.69,,10000,false
854,242020,242,20,CUM,BARRONSFIELD RD (RIVER HEBERT) TO RTE 209 (JOGGINS),5.73,2025,430,2022,1030,-25.26,,10000,false
854,255027,255,27,CB,SOUTH HEAD RD (HOMEVILLE) TO MIRA MAY RD (MIRA GUT),8.53,2023,430,2020,320,10.35,,10000,false
854,316047,316,47,GUY,WHITEHEAD RD TO TK 16,10.17,2023,430,2020,260,18.26,,10000,false
854,321010,321,10,CUM,SPRINGHILL TOWN LINE (NORTH) TO WYVERN RD (RIVER PHILIP),11.53,2025,430,2022,350,7.1,,10000,false
860,3209,3,209,QUE,HWY 103 (EXIT 22) (PORT JOLI) TO END OF ROAD IN THIS SECTION,4.5,2024,420,2021,450,-2.27,,10000,false
860,362020,362,20,ANN,LILY LAKE RD (VICTORIA VALE) TO STRONACH MOUNTAIN RD (EAST MARGARETSVILLE),10.39,2024,420,2021,480,-4.35,,10000,false
860,366040,366,40,CUM,TIDNISH-LINDEN RD (LINDEN) TO TK 6 (PORT HOWE),6.48,2025,420,2022,740,-17.2,,10000,false
860,7078,7,78,GUY,LISCOMB RIVER BRIDGE TO LITTLE LISCOMB RD (LISCOMB),11.16,2023,420,2020,450,-2.27,,10000,false
864,3248,3,248,SHE,REIDS HILL-BIRCHTOWN LINE TO HWY 103 (EXIT 27) (BIRCHTOWN),4.43,2024,410,2021,490,-5.77,,10000,false
865,3300,3,300,SHE,FORBES PT RD (CHARLESVILLE) TO YARMOUTH-SHELBURNE LINE,4.53,2024,400,2021,900,-23.69,,10000,false
865,336015,336,15,COL,HALIFAX-COLCHESTER COUNTY LINE TO RTE 289 (EASTVILLE),12.49,2025,400,2022,370,2.63,,10000,false
865,366020,366,20,CUM,TIDNISH RIVER BRIDGE TO BEECHAM RD (TIDNISH),3.58,2025,400,2022,580,-11.65,,10000,false
865,4060,4,60,ANT,HWY 104 (HEATHERTON) TO SUMMERSIDE RD (TRACADIE),9.53,2025,400,2023,360,5.41,,10000,false
869,209015,209,15,CUM,FOX POINT RD TO WARDS BROOK RD,5.61,2025,390,2022,410,-1.65,,10000,false
869,239017,239,17,CB,RUDDERHAM RD WEST TO WESTMOUNT RD,6.61,2023,390,2020,470,-6.03,,10000,false
869,316025,316,25,GUY,RTE 276 (GOSHEN) TO COUNTRY HARBOUR CROSS ROADS,15.12,2023,390,2020,380,0.87,,10000,false
872,239015,239,15,CB,RTE 305 TO RUDDERHAM RD WEST,3.14,2023,380,2020,870,-24.13,,10000,false
872,327030,327,30,CB,GRAND MIRA NORTH RD (MARION BRIDGE) TO CAMPBELLDALE RD,9.18,2023,380,2020,750,-20.28,,10000,false
872,366035,366,35,CUM,SHINIMICAS RD (NORTHPORT) TO TIDNISH-LINDEN RD (LINDEN),6.37,2025,380,2022,670,-17.22,,10000,false
875,203023,203,23,SHE,OAK HILL RD (LOWER OHIO) TO PURDYS HILL RD (MIDDLE OHIO),10.34,2024,370,2021,370,0.0,,10000,false
875,208020,208,20,LUN,QUEENS/LUNENBURG COUNTY LINE TO UP BRANCH RD (HEMFORD),10.51,2024,370,2021,360,0.92,,10000,false
875,256010,256,10,PIC,RTE 326 (EARLTOWN) TO WEST BRANCH RD (WEST BR),7.55,2025,370,2022,390,-1.74,,10000,false
875,289030,289,30,COL,RTE 336 (EASTVILLE) TO COLCHESTER-PICTOU COUNTY LINE,11.8,2025,370,2022,290,8.46,,10000,false
879,209017,209,17,CUM,WARDS BROOK RD TO BENNET HILL RD (FRASERVILLE),10.32,2025,360,2022,370,-0.91,,10000,false
879,224020,224,20,HFX,MARINETTE-SHEET HARBOUR LINE TO BEAVER DAM MINES RD (MARINETTE),8.27,2025,360,2024,400,-10.0,,10000,false
879,329025,329,25,LUN,COTTAGE RD (BAYSWATER) TO NEW HARBOUR RD (BLANDFORD),5.2,2024,360,2021,360,0.0,,10000,false
879,7070,7,70,GUY,GUYSBOROUGH-HALIFAX COUNTY LINE TO BAKERS COVE RD (MARIE JOSEPH),9.02,2023,360,2020,200,21.64,,10000,false
883,215031,215,31,HAN,TENNECAPE WHARF RD TO WALTON RIVER BRIDGE,12.23,2025,350,2024,380,-7.89,,10000,false
883,256003,256,3,COL,RTE 246 (NEW ANNAN) TO RTE 311 (THE FALLS),11.84,2025,350,2022,210,18.56,,10000,false
883,329020,329,20,LUN,NORTHWEST COVE NORTH LINE TO COTTAGE RD (BAYSWATER),8.15,2024,350,2021,320,3.03,,10000,false
883,360030,360,30,KIN,RTE 221 TO LONG POINT RD (HARBOURVILLE),9.21,2025,350,2024,740,-52.7,,10000,false
887,204030,204,30,CUM,OXFORD EAST LINE TO THOMSON RD (BIRCHWOOD),6.0,2025,340,2022,330,1.0,,10000,false
887,209020,209,20,CUM,BENNT HILL RD (FRASERVILLE) TO SPENCERS ISLAND-ADVOCATE HARBOUR LINE,9.35,2025,340,2022,390,-4.47,,10000,false
887,219010,219,10,INV,TK 19 (DUNVEGAN) TO CHIMNEY CORNER RD (MARGAREE HARBOUR),11.95,2025,340,2023,220,24.32,,10000,false
887,309020,309,20,SHE,WHARF RD (PORT LA TOUR) TO BLANCHE RD (CAPE NEGRO),8.94,2024,340,2021,400,-5.27,,10000,false
887,331030,331,30,LUN,BACK RD (BROAD COVE) TO HIRTLE RD (VOGLERS COVE),8.87,2024,340,2021,480,-10.86,,10000,false
887,347040,347,40,PIC,GARDEN OF EDEN  SOUTH LINE TO PICTOU-GUYSBOROUGH COUNTY LINE,15.31,2025,340,2022,400,-5.27,,10000,false
893,211010,211,10,GUY,TK 7 TO RED HILL RD (INDIAN HBR LAKE),9.2,2023,330,2020,480,-11.74,,10000,false
893,216010,216,10,CB,RTE 223 (CHRISTMAS ISLAND) TO BENACADIE WEST RD (BENACADIE),5.31,2025,330,2023,500,-18.76,,10000,false
893,336010,336,10,HFX,RTE 224 (UPPER MUSQUODOBOIT) TO HALIFAX-COLCHESTER COUNTY LINE,9.69,2025,330,2024,370,-10.81,,10000,false
893,340015,340,15,DIG,HILLTOWN RD TO PATRICE RD (CORBERRIE),12.7,2024,330,2021,380,-4.59,,10000,false
893,7075,7,75,GUY,BAKERS COVE RD (MARIE JOSEPH) TO LISCOMB RIVER BRIDGE,5.67,2023,330,2020,390,-5.42,,10000,false
898,202010,202,10,HAN,TK 14 (RAWDON) TO VALLEY RD (WEST GORE),8.17,2025,320,2024,340,-5.88,,10000,false
898,276010,276,10,GUY,TK 7 TO RTE 316 (GOSHEN),5.31,2025,320,2023,630,-28.73,,10000,false
898,344020,344,20,GUY,MULGRAVE SOUTH LINE TO MIDDLETOWN RD (MIDDLE MELFORD),8.65,2023,320,2020,280,4.55,,10000,false
898,8025,8,25,ANN,LAKE TORMENT RD (LAKE MUNRO) TO MAITLAND BRIDGE,15.65,2024,320,2018,290,1.65,,10000,false
902,289035,289,35,PIC,COLCHESTER-PICTOU COUNTY LINE TO LANSDOWNE RD (LANSDOWNE),7.11,2025,310,2022,320,-1.05,,10000,false
903,340023,340,23,YAR,HECTANOOGA RD (MOODY'S CORNER) TO K&L ANNIS RD,9.03,2024,300,2021,300,0.0,,10000,false
903,344035,344,35,GUY,ST FRANCIS HARBOUR BRIDGE TO PORT SHOREHAM BEACH PROVINCIAL PARK ENTRANCE,8.47,2023,300,2020,220,10.89,,10000,false
905,211015,211,15,GUY,RED HILL RD (INDIAN HBR LAKE) TO SONORA RD,4.31,2023,290,2020,340,-5.16,,10000,false
905,216015,216,15,CB,BENACADIE WEST RD (BENACADIE) TO ESKASONI (WEST RESERVATION LINE),9.1,2024,290,2023,520,-44.23,,10000,false
