"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"003358","Lounge","Thistle Bar and Grill","610 East River RD","New Glasgow","NS","B2H 3S2","610 East River RD
New Glasgow, NS B2H 3S2
(45.57802, -62.64073)"
"003362","Lounge","Clansman Lounge","9 Baird ST","North Sydney","NS","B2A 2M3","9 Baird ST
North Sydney, NS B2A 2M3
(46.21397, -60.27098)"
"003367","Beverage Room","Bar@Bowlarama","31 Atlantic ST","Dartmouth","NS","B2Y 4P4","31 Atlantic ST
Dartmouth, NS B2Y 4P4
(44.65157, -63.54407)"
"003376","Lounge","Revana Pizza Truro","281 Pictou RD","Bible Hill","NS","B2N 2S7","281 Pictou RD
Bible Hill, NS B2N 2S7
(45.38123, -63.24098)"
"003378","Eating Establishment","Roadside Willies Dining Room","27 Jennifer DR","Bible Hill","NS","B2N 6M5","27 Jennifer DR
Bible Hill, NS B2N 6M5
(45.3794, -63.25143)"
"003379","Lounge","Roadside Willies Lounge","27 Jennifer DR","Bible Hill","NS","B2N 6M5","27 Jennifer DR
Bible Hill, NS B2N 6M5
(45.3794, -63.25143)"
"003381","Lounge","King's Lounge","100 Kings RD","Sydney","NS","B1S 1A1","100 Kings RD
Sydney, NS B1S 1A1
(46.13077, -60.19528)"
"003382","Club","West Queens Recreation Association","70 River Head RD","Port Mouton","NS","B0T 1T0","70 River Head RD
Port Mouton, NS B0T 1T0
(43.94493, -64.83479)"
"003385","Lounge","Liverpool Pizzeria Lounge","155 Main ST","Liverpool","NS","B0T 1K0","155 Main ST
Liverpool, NS B0T 1K0
(44.03947, -64.71415)"
"003387","Club","St. Andrew's District Community Centre","81 Pomquet River RD","St. Andrews","NS","B0H 1X0","81 Pomquet River RD
St. Andrews, NS B0H 1X0
(45.5591, -61.88551)"
"003400","Special Premises","Inn on the Lake","3009 Hwy. #2","Fall River","NS","B2T 1J5","3009 Hwy. #2
Fall River, NS B2T 1J5
(44.80723, -63.60668)"
"003406","Club","Club 55 Seniors Citizens","70 Prince ST","Sydney","NS","B1P 5J8","70 Prince ST
Sydney, NS B1P 5J8
(46.13832, -60.19334)"
"003409","Eating Establishment","Auld Brass Door Restaurant","9814 Highway 105","Whycocomagh","NS","B0E 3M0","9814 Highway 105
Whycocomagh, NS B0E 3M0
(45.96393, -61.10439)"
"003420","Special Premises","Casino Premises (Halifax)","1983 Upper Water ST","Halifax","NS","B3J 3Y5","1983 Upper Water ST
Halifax, NS B3J 3Y5
(44.65184, -63.57602)"
"003432","Eating Establishment","Anchor's Away Family Restaurant","10341 Highway 103","Clyde River","NS","B0W 1R0",
"003436","Special Premises","Cambridge Cliffs Golf Club Inc.","330 Hiltz RD","Walton","NS","B0N 2R0","330 Hiltz RD
Walton, NS B0N 2R0
(45.21147, -64.1054)"
"003437","Special Premises","Scotia Speedworld","150 Sky BL","Goffs","NS","B2T 1K3","150 Sky BL
Goffs, NS B2T 1K3
(44.87169, -63.53824)"
"003442","Club","Le Club des Retraites de Cheticamp","15108 Main ST","Cheticamp","NS","B0E 1H0","15108 Main ST
Cheticamp, NS B0E 1H0
(46.62454, -61.01689)"
"003453","Special Premises","Inverary Inn Resort","368 Shore RD","Baddeck","NS","B0E 1B0","368 Shore RD
Baddeck, NS B0E 1B0
(46.09673, -60.75745)"
"003462","Special Premises","Casino Premises (Sydney)","525 George ST","Sydney","NS","B1P 1K5","525 George ST
Sydney, NS B1P 1K5
(46.13637, -60.19196)"
"003480","Special Premises","Century Snooker Club","980 East River RD","New Glasgow","NS","B2H 3S8","980 East River RD
New Glasgow, NS B2H 3S8
(45.57016, -62.6426)"
"003481","Eating Establishment","Charlotte Lane Cafe & Crafts","13 Charlotte LN","Shelburne","NS","B0T 1W0","13 Charlotte LN
Shelburne, NS B0T 1W0
(43.76122, -65.32309)"
"003487","Lounge","Old Port Pub & Grill Lounge","900 Windmill RD","Dartmouth","NS","B3B 1P7","900 Windmill RD
Dartmouth, NS B3B 1P7
(44.70405, -63.61271)"
"003490","Club","Shelburne Volunteer Fire Department","63 King ST","Shelburne","NS","B0T 1W0","63 King ST
Shelburne, NS B0T 1W0
(43.76521, -65.31723)"
"003496","Club","Tidnish Crossroads Community Centre","4358 Tyndal RD","Amherst","NS","B4H 3X9","4358 Tyndal RD
Amherst, NS B4H 3X9
(45.98935, -64.0104)"
"003500","Club","West River Fire Department","19 Gates RD","Saltsprings","NS","B0K 1P0","19 Gates RD
Saltsprings, NS B0K 1P0
(45.49914, -62.90052)"
"003501","Special Premises","NSCC Kingstec","236 Belcher ST","Kentville","NS","B4N 0A6","236 Belcher ST
Kentville, NS B4N 0A6
(45.08512, -64.48169)"
"003503","Eating Establishment","Palladium Family Restaurant","942 Cole Harbour RD","Dartmouth","NS","B2V 1E6","942 Cole Harbour RD
Dartmouth, NS B2V 1E6
(44.67112, -63.4964)"
"003513","Special Premises","Amherst Stadium","185 Church ST","Amherst","NS","B4H 4A1","185 Church ST
Amherst, NS B4H 4A1
(45.82708, -64.20053)"
"003520","Club","Diman Association Canada","345 Kearney Lake RD","Halifax","NS","B4B 1H6","345 Kearney Lake RD
Halifax, NS B4B 1H6
(44.69531, -63.69251)"
"003531","Special Premises","Buddy's Pool Hall","564 Sackville DR","Lwr. Sackville","NS","B4C2S2","564 Sackville DR
Lwr. Sackville, NS B4C2S2
(44.76714, -63.68489)"
"003537","Eating Establishment","Hyderabad Nawabs Indian Cuisine","287 Lacewood DR","Halifax","NS","B3M 3Y7","287 Lacewood DR
Halifax, NS B3M 3Y7
(44.66306, -63.65694)"
"003540","Eating Establishment","Walton Pub & Eatery Dining Room","39 Shore RD","Walton","NS","B0N 2R0","39 Shore RD
Walton, NS B0N 2R0
(45.22502, -64.00979)"
"003541","Club","Dominion Community Hawks Club","28 Lower Mitchell AV","Dominion","NS","B1G 1L2","28 Lower Mitchell AV
Dominion, NS B1G 1L2
(46.21348, -60.02792)"
"003544","Club","Berwick & District Volunteer Fire Dept.","300 Commercial ST","Berwick","NS","B0P 1E0","300 Commercial ST
Berwick, NS B0P 1E0
(45.05297, -64.73844)"
"003547","Eating Establishment","Stubborn Goat Gastropub","1580 Argyle ST","Halifax","NS","B3J 2B3","1580 Argyle ST
Halifax, NS B3J 2B3
(44.64551, -63.57399)"
"003548","Special Premises","Nova Scotia Community College, Lunenburg Campus","75 High ST","Bridgewater","NS","B4V 1V8","75 High ST
Bridgewater, NS B4V 1V8
(44.37115, -64.52794)"
"003549","Beverage Room","Bar@Bowlarama","3459 Desmond AV","Halifax","NS","B3L 2C2","3459 Desmond AV
Halifax, NS B3L 2C2
(44.6558, -63.62767)"
"003552","Lounge","Walton Pub & Eatery Lounge","39 Shore RD","Walton","NS","B0N 2R0","39 Shore RD
Walton, NS B0N 2R0
(45.22502, -64.00979)"
"003553","Club","Shelburne Curling Club","73 John ST","Shelburne","NS","B0T 1W0","73 John ST
Shelburne, NS B0T 1W0
(43.8514, -65.40593)"
"003559","Special Premises","The Hollis Halifax","1649 Hollis ST","Halifax","NS","B3J 1V8","1649 Hollis ST
Halifax, NS B3J 1V8
(44.64675, -63.57243)"
"003562","Club","Lunenburg & District Fire Department","25 Medway ST","Lunenburg","NS","B0J 2C0","25 Medway ST
Lunenburg, NS B0J 2C0
(44.37692, -64.30247)"
"003566","Club","Waterville & District Vol. Fire Dept.","1415 County Home RD","Waterville","NS","B0P 1V0","1415 County Home RD
Waterville, NS B0P 1V0
(45.05355, -64.66578)"
"003571","Eating Establishment","The Olive Tree Pizzeria Bistro","137 Victoria RD","Sydney","NS","B1N 2V5","137 Victoria RD
Sydney, NS B1N 2V5
(46.14497, -60.17646)"
"003576","Eating Establishment","Old Warehouse Cafe, The","4 Havelock ST","Amherst","NS","B4H 2A3","4 Havelock ST
Amherst, NS B4H 2A3
(45.83429, -64.21191)"
"003579","Eating Establishment","Shindig's Dining Room","510 Granville ST","Port Hawkesbury","NS","B9A 2M9","510 Granville ST
Port Hawkesbury, NS B9A 2M9
(45.61229, -61.3607)"
"003580","Lounge","Shindig's Lounge","510 Granville ST","Port Hawkesbury","NS","B9A 2M9","510 Granville ST
Port Hawkesbury, NS B9A 2M9
(45.61229, -61.3607)"
"003585","Eating Establishment","Hamachi Kita Sushi & Asian Flare","5537 Young ST","Halifax","NS","B3K 1Z7","5537 Young ST
Halifax, NS B3K 1Z7
(44.66192, -63.59933)"
"003592","Eating Establishment","Rusty Anchor Dining Room","23197 Cabot Trail RD","Pleasant Bay","NS","B0E 2P0","23197 Cabot Trail RD
Pleasant Bay, NS B0E 2P0
(46.82413, -60.8198)"
"003594","Club","Kingston District Fire Department","570 Sparky ST","Kingston","NS","B0P 1R0","570 Sparky ST
Kingston, NS B0P 1R0
(44.99105, -64.94372)"
"003597","Eating Establishment","Wabo's Pizza, Sub & Donair","15279 Cabot Trail","Cheticamp","NS","B0E 1H0","15279 Cabot Trail
Cheticamp, NS B0E 1H0
(46.63132, -61.01139)"
"003608","Eating Establishment","Dock-Food Spirits and Ales Dining Room","130 George ST","New Glasgow","NS","B2H 2K6","130 George ST
New Glasgow, NS B2H 2K6
(45.58941, -62.64492)"
"003609","Lounge","Dock-Food Spirits and Ales Lounge","130 George ST","New Glasgow","NS","B2H 2K6","130 George ST
New Glasgow, NS B2H 2K6
(45.58941, -62.64492)"
"003610","Special Premises","Corner Pocket Pool Hall","3434 Dutch Village RD","Halifax","NS","B3N 2R8","3434 Dutch Village RD
Halifax, NS B3N 2R8
(44.65425, -63.63186)"
"003611","Eating Establishment","Waterfront Warehouse Restaurant","1549 Lower Water ST","Halifax","NS","B3J 1S2","1549 Lower Water ST
Halifax, NS B3J 1S2
(44.64569, -63.57012)"
"003612","Lounge","Waterfront Warehouse Lounge","1549 Lower Water ST","Halifax","NS","B3J 1S2","1549 Lower Water ST
Halifax, NS B3J 1S2
(44.64569, -63.57012)"
"003622","Eating Establishment","Seaport Social","1181 Hollis ST","Halifax","NS","B3H 2P6","1181 Hollis ST
Halifax, NS B3H 2P6
(44.64028, -63.56865)"
"003624","Special Premises","Westin Nova Scotia","1181 Hollis ST","Halifax","NS","B3H 2P6","1181 Hollis ST
Halifax, NS B3H 2P6
(44.64028, -63.56865)"
"003630","Eating Establishment","Farmers Family Diner","1256 Ward RD","Millville","NS","B0P 1C0","1256 Ward RD
Millville, NS B0P 1C0
(45.00106, -64.82842)"
"003631","Eating Establishment","Swiss Chalet Chicken & Ribs (Truro)","79 Robie ST","Truro","NS","B2N 1K8","79 Robie ST
Truro, NS B2N 1K8
(45.36818, -63.31343)"
"003636","Club","Springfield Lake Recreation Centre","266 Lakeview AV","Middle Sackville","NS","B4E 3B6","266 Lakeview AV
Middle Sackville, NS B4E 3B6
(44.81396, -63.7446)"
"003639","Eating Establishment","Press Gang Dining Room (The)","5218 Prince ST","Halifax","NS","B3J 1L6","5218 Prince ST
Halifax, NS B3J 1L6
(44.64714, -63.57456)"
"003641","Lounge","Grand Banker Bar and Grill","82 Montague ST","Lunenburg","NS","B0J 2C0","82 Montague ST
Lunenburg, NS B0J 2C0
(44.37657, -64.31131)"
"003642","Special Premises","Truro Parks and Recreation Commission","14 Lorne ST","Truro","NS","B2N 3K3","14 Lorne ST
Truro, NS B2N 3K3
(45.36941, -63.28001)"
"003646","Club","Economy Community Recreation Centre","3315 Highway #2","Economy","NS","B0M 1J0","3315 Highway #2
Economy, NS B0M 1J0
(45.38492, -63.91163)"
"003648","Club","Canning District Lions Club","1000 Seminary AV","Canning","NS","B0P 1H0","1000 Seminary AV
Canning, NS B0P 1H0
(45.15883, -64.41958)"
"003649","Club","St Ninian's Parish","121 St. Ninian's ST","Antigonish","NS","B2G 1Y9","121 St. Ninian's ST
Antigonish, NS B2G 1Y9
(45.62019, -61.99384)"
"003661","Eating Establishment","Island Nest Dining Room","2344 Highway 206","Arichat","NS","B0E 1A0","2344 Highway 206
Arichat, NS B0E 1A0
(45.5108, -61.02816)"
"003662","Lounge","Island Nest Lounge","2344 Highway 206","Arichat","NS","B0E 1A0","2344 Highway 206
Arichat, NS B0E 1A0
(45.5108, -61.02816)"
"003673","Eating Establishment","Midtown-Boomers Tavern & Lounge","1744 Grafton ST","Halifax","NS","B3J 3P9","1744 Grafton ST
Halifax, NS B3J 3P9
(44.64774, -63.57585)"
"003674","Lounge","Midtown-Boomers Tavern & Lounge","1744 Grafton ST","Halifax","NS","B3J 3P9","1744 Grafton ST
Halifax, NS B3J 3P9
(44.64774, -63.57585)"
"003682","Eating Establishment","Dooly's Dining Room (Kempt Road)","3129 Kempt RD","Halifax","NS","B3K 5N6","3129 Kempt RD
Halifax, NS B3K 5N6
(44.65952, -63.60384)"
"003683","Lounge","Dooly's Lounge (Kempt Road)","3129 Kempt RD","Halifax","NS","B3K 5N6","3129 Kempt RD
Halifax, NS B3K 5N6
(44.65952, -63.60384)"
"003687","Eating Establishment","Snappers Bar & Grill","6202 Highway 354","Kennetcook","NS","B0N1P0","6202 Highway 354
Kennetcook, NS B0N1P0
(45.17616, -63.72228)"
"003688","Lounge","Snappers Bar & Grill","6202 Highway 354","Kennetcook","NS","B0N1P0","6202 Highway 354
Kennetcook, NS B0N1P0
(45.17616, -63.72228)"
"003689","Eating Establishment","Oaken Barrel Public House","944 Pickering LN","Greenwood","NS","B0P 1R0","944 Pickering LN
Greenwood, NS B0P 1R0
(44.96882, -64.92485)"
"003690","Lounge","Oaken Barrel Public House","944 Pickering LN","Greenwood","NS","B0P 1R0","944 Pickering LN
Greenwood, NS B0P 1R0
(44.96882, -64.92485)"
"003691","Eating Establishment","Dooly's Dining Room (Bedford)","1658 Bedford HY","Bedford","NS","B4A 2X9","1658 Bedford HY
Bedford, NS B4A 2X9
(44.73645, -63.65613)"
"003692","Lounge","Dooly's Lounge (Bedford)","1658 Bedford HY","Bedford","NS","B4A 2X9","1658 Bedford HY
Bedford, NS B4A 2X9
(44.73645, -63.65613)"
"003697","Eating Establishment","Lefty's Restaurant","3650 Hammonds Plains RD","Tantallon","NS","B3Z 1H4","3650 Hammonds Plains RD
Tantallon, NS B3Z 1H4
(44.70347, -63.85669)"
"003698","Club","Truro Curling Club","56 Young ST","Truro","NS","B2N 5E4","56 Young ST
Truro, NS B2N 5E4
(45.36268, -63.27902)"
"003699","Lounge","Seaport Social","1181 Hollis ST","Halifax","NS","B3H 2P6","1181 Hollis ST
Halifax, NS B3H 2P6
(44.64028, -63.56865)"
"003703","Special Premises","Nova Scotia Community College, Truro Campus","36 Arthur ST","Truro","NS","B2N 1X5","36 Arthur ST
Truro, NS B2N 1X5
(45.36058, -63.2879)"
"003715","Eating Establishment","Big E's","125 Highway #","Mount Uniacke","NS","B0N  1Z0","125 Highway #
Mount Uniacke, NS B0N  1Z0
(44.8536, -63.80357)"
"003716","Lounge","Big E's","125 Highway #","Mount Uniacke","NS","B0N  1Z0","125 Highway #
Mount Uniacke, NS B0N  1Z0
(44.8536, -63.80357)"
"003718","Club","Berwick Curling Club","250 Veterans DR","Berwick","NS","B0P 1E0","250 Veterans DR
Berwick, NS B0P 1E0
(45.04476, -64.74309)"
"003723","Eating Establishment","Waves Seafood & Grill","28 Davidson DR","Bridgewater","NS","B4V 3A2","28 Davidson DR
Bridgewater, NS B4V 3A2
(44.3803, -64.51733)"
"003735","Eating Establishment","Harbour City Grill","1990 Barrington ST","Halifax","NS","B3J 1P2","1990 Barrington ST
Halifax, NS B3J 1P2
(44.65081, -63.57676)"
"003738","Eating Establishment","Ziggy's Pub and Grill","1167 Kings RD","Sydney River","NS","B1S 3B3","1167 Kings RD
Sydney River, NS B1S 3B3
(46.11054, -60.22095)"
"003739","Lounge","Ziggy's Pub and Grill Lounge","1167 Kings RD","Sydney River","NS","B1S 3B3","1167 Kings RD
Sydney River, NS B1S 3B3
(46.11054, -60.22095)"
"003744","Eating Establishment","Townhouse Brewpub & Eatery","76 College ST","Antigonish","NS","B2G 1X7","76 College ST
Antigonish, NS B2G 1X7
(45.62268, -61.99151)"
"003752","Eating Establishment","Oasis Pub and Eatery Dining Room","5675 Spring Garden RD","Halifax","NS","B3J 1H6","5675 Spring Garden RD
Halifax, NS B3J 1H6
(44.64249, -63.57901)"
"003754","Eating Establishment","Old Port Pub & Grill Dining Room","900 Windmill RD","Dartmouth","NS","B3B 1P7","900 Windmill RD
Dartmouth, NS B3B 1P7
(44.70405, -63.61271)"
"003758","Lounge","Admiral Lounge","148 Main ST","Port Hood","NS","B0E 2W0","148 Main ST
Port Hood, NS B0E 2W0
(46.01318, -61.53055)"
"003762","Eating Establishment","Dharma Sushi Restaurant","1576 Argyle ST","Halifax","NS","B3J 2B3","1576 Argyle ST
Halifax, NS B3J 2B3
(44.64544, -63.57395)"
"003763","Lounge","Steel City Lounge","252 Townsend ST","Sydney","NS","B1P 5E9","252 Townsend ST
Sydney, NS B1P 5E9
(46.13564, -60.187)"
"003767","Eating Establishment","Grand Banker Bar and Grill","82 Montague ST","Lunenburg","NS","B0J 2C0","82 Montague ST
Lunenburg, NS B0J 2C0
(44.37657, -64.31131)"
"003770","Cabaret","The Wobbley Duck","1668 Lower Water ST","Halifax","NS","B3J 1S1","1668 Lower Water ST
Halifax, NS B3J 1S1
(44.64725, -63.57119)"
"003774","Lounge","Split Crow Lounge Halifax","1855 Granville ST","Halifax","NS","B3J 1Y1","1855 Granville ST
Halifax, NS B3J 1Y1
(44.64945, -63.57449)"
"003780","Club","ANAF #246, Glace Bay","6 Minto ST","Glace Bay","NS","B1A 5B3","6 Minto ST
Glace Bay, NS B1A 5B3
(46.19749, -59.95517)"
"003781","Lounge","Miller's Dine & Lounge","150 Willow ST","Truro","NS","B2N 4Z6","150 Willow ST
Truro, NS B2N 4Z6
(45.36016, -63.2902)"
"003785","Eating Establishment","Ceilidh Country Lodge","369 Shore RD","Baddeck","NS","B0E 1B0","369 Shore RD
Baddeck, NS B0E 1B0
(46.09686, -60.75727)"
"003786","Lounge","Crossroads Lounge","RR#2 4140 Garlands Cross","Windsor","NS","B0N 2T0",
"003795","Lounge","Harbourstone Sea Grill and Pourhouse","1919 Upper Water ST","Halifax","NS","B3J 3J5","1919 Upper Water ST
Halifax, NS B3J 3J5
(44.65076, -63.57408)"
"003796","Eating Establishment","Meb Grub and Pub 2025","26 Portland ST","Dartmouth","NS","B2Y 1G9","26 Portland ST
Dartmouth, NS B2Y 1G9
(44.6648, -63.56757)"
"003797","Lounge","Meb Grub and Pub 2025","26 Portland ST","Dartmouth","NS","B2Y 1G9","26 Portland ST
Dartmouth, NS B2Y 1G9
(44.6648, -63.56757)"
"003798","Eating Establishment","The Classic Pub & Restaurant","191 Pictou RD","Bible Hill","NS","B2N 2S7","191 Pictou RD
Bible Hill, NS B2N 2S7
(45.37876, -63.25085)"
"003799","Lounge","The Classic Pub & Restaurant","191 Pictou RD","Bible Hill","NS","B2N 2S7","191 Pictou RD
Bible Hill, NS B2N 2S7
(45.37876, -63.25085)"
"003800","Eating Establishment","Clayton Park Bar and Grill","278 Lacewood DR","Halifax","NS","B3M 3N8","278 Lacewood DR
Halifax, NS B3M 3N8
(44.66168, -63.65685)"
"003801","Lounge","Clayton Park Bar & Grill","278 Lacewood DR","Halifax","NS","B3M 3N8","278 Lacewood DR
Halifax, NS B3M 3N8
(44.66168, -63.65685)"
"003808","Special Premises","St. Francis Xavier University","11 West ST","Antigonish","NS","B2G 2W5","11 West ST
Antigonish, NS B2G 2W5
(45.61942, -61.99767)"
"003812","Eating Establishment","Belly up BBQ and Grill","214 Robie ST","Truro","NS","B2N 1L1","214 Robie ST
Truro, NS B2N 1L1
(45.36894, -63.30383)"
"003813","Lounge","Belly Up BBQ and Grill","214 Robie ST","Truro","NS","B2N 1L1","214 Robie ST
Truro, NS B2N 1L1
(45.36894, -63.30383)"
"003814","Special Premises","Cape Smokey Ski Lodge","38696 Cabot Trail","Ingonish Ferry","NS","B0C 1L0","38696 Cabot Trail
Ingonish Ferry, NS B0C 1L0
(46.62786, -60.42174)"
"003821","Eating Establishment","Harbourstone Sea Grill and Pourhouse","1919 Upper Water ST","Halifax","NS","B3J 3J5","1919 Upper Water ST
Halifax, NS B3J 3J5
(44.65076, -63.57408)"
"003825","Eating Establishment","Tempo Food + Drink","1875 Barrington ST","Halifax","NS","B3J 3L6","1875 Barrington ST
Halifax, NS B3J 3L6
(44.64964, -63.5753)"
"003826","Lounge","Tempo Food & Drink","1875 Barrington ST","Halifax","NS","B3J 3L6","1875 Barrington ST
Halifax, NS B3J 3L6
(44.64964, -63.5753)"
"003827","Eating Establishment","Engine Room Dining Room","166 Esplanade ST","Truro","NS","B2N 2K3","166 Esplanade ST
Truro, NS B2N 2K3
(45.36325, -63.27414)"
"003828","Lounge","Engine Room Lounge","166 Esplanade ST","Truro","NS","B2N 2K3","166 Esplanade ST
Truro, NS B2N 2K3
(45.36325, -63.27414)"
"003830","Special Premises","Digby Pines Golf Resort & Spa","111 Culloden RD","Digby","NS","B0V 1A0","111 Culloden RD
Digby, NS B0V 1A0
(44.631, -65.77361)"
"003833","Special Premises","Chester Playhouse","22 Pleasant ST","Chester","NS","B0J 1J0","22 Pleasant ST
Chester, NS B0J 1J0
(44.53821, -64.24077)"
"003843","Eating Establishment","The Pint Halifax","1575 Argyle ST","Halifax","NS","B3J 2B2","1575 Argyle ST
Halifax, NS B3J 2B2
(44.64529, -63.57387)"
"003844","Lounge","The Pint Halifax","1575 Argyle ST","Halifax","NS","B3J 2B2","1575 Argyle ST
Halifax, NS B3J 2B2
(44.64529, -63.57387)"
"003845","Lounge","The Lower Deck","1869 Upper Water ST","Halifax","NS","B3J 1S9","1869 Upper Water ST
Halifax, NS B3J 1S9
(44.65001, -63.57356)"
"003847","Eating Establishment","Big Leagues Dining Room","920 Cole Harbour RD","Dartmouth","NS","B2V 2J5","920 Cole Harbour RD
Dartmouth, NS B2V 2J5
(44.67035, -63.49748)"
"003848","Lounge","Big Leagues Lounge","920 Cole Harbour RD","Dartmouth","NS","B2V 2J5","920 Cole Harbour RD
Dartmouth, NS B2V 2J5
(44.67035, -63.49748)"
"003849","Club","RCL Br. 111, Shubenacadie","42 Mill Village RD","Shubenacadie","NS","B0N 2H0","42 Mill Village RD
Shubenacadie, NS B0N 2H0
(45.08685, -63.41291)"
"003850","Eating Establishment","Golden Harvest Restaurant","12 Old Enfield RD","Enfield","NS","B2T 1C9","12 Old Enfield RD
Enfield, NS B2T 1C9
(44.94403, -63.53664)"
"003855","Lounge","The Bistro on Prince Lounge","437 Prince ST","Truro","NS","B2N 1E6","437 Prince ST
Truro, NS B2N 1E6
(45.36663, -63.28973)"
"003856","Eating Establishment","Big Leagues Brew Pub","120 Susie Lake CR","Halifax","NS","B3S 1C7","120 Susie Lake CR
Halifax, NS B3S 1C7
(44.64584, -63.67304)"
"003857","Lounge","Big Leagues Brew Pub","120 Susie Lake CR","Halifax","NS","B3S 1C7","120 Susie Lake CR
Halifax, NS B3S 1C7
(44.64584, -63.67304)"
